Time, Error Length, Energy
0.05, 3.117323E-4, 999.7606
0.10, 0.0042438805, 999.4747
0.15, 0.0147027075, 998.89404
0.20, 0.023424327, 998.1394
0.25, 0.02575925, 997.56177
0.30, 0.02574724, 997.17706
0.35, 0.0276618, 996.63605
0.40, 0.03245595, 995.77277
0.45, 0.038596958, 994.65454
0.50, 0.043599606, 993.4727
0.55, 0.047384918, 992.33026
0.60, 0.0516268, 991.0276
0.65, 0.05753693, 989.31793
0.70, 0.06502348, 987.1156
0.75, 0.073144644, 984.4854
0.80, 0.081579626, 981.4561
0.85, 0.09077892, 977.8613
0.90, 0.1016438, 973.336
0.95, 0.115121335, 967.3555
1.00, 0.13228285, 959.07886
1.05, 0.15527552, 946.70715
1.10, 0.18983153, 924.6675
1.15, 0.20965427, 903.21967
1.20, 0.18904853, 904.1467
1.25, 0.13766891, 925.5938
1.30, 0.06558365, 942.65894
1.35, 0.029873729, 946.8736
1.40, 0.04861009, 944.5333
1.45, 0.09898904, 932.6347
1.50, 0.14090472, 916.77124
1.55, 0.13805696, 915.7101
1.60, 0.099529624, 926.97546
1.65, 0.057353973, 935.19617
1.70, 0.039457172, 937.1471
1.75, 0.05103901, 935.33044
1.80, 0.073152125, 930.82336
1.85, 0.08195865, 928.1143
1.90, 0.06634477, 930.6817
1.95, 0.033072323, 934.71936
2.00, -7.196367E-4, 935.8013
2.05, -0.015149176, 935.2028
2.10, 0.007982671, 934.9605
2.15, 0.027214706, 933.6414
2.20, 0.0115967095, 933.9611
2.25, 0.0017339885, 933.86194
2.30, 0.014781117, 933.2954
2.35, 0.02272427, 932.4197
2.40, 0.022232294, 931.9347
2.45, 0.019417703, 931.7363
2.50, 0.021185875, 931.173
2.55, 0.026837647, 930.31555
2.60, 0.029440254, 929.55884
2.65, 0.02965793, 929.0134
2.70, 0.030405015, 928.43164
2.75, 0.034246355, 927.51697
2.80, 0.04091671, 926.16156
2.85, 0.047207266, 924.5314
2.90, 0.053308517, 922.63403
2.95, 0.0599564, 920.36316
3.00, 0.06703359, 917.714
3.05, 0.07431021, 914.6096
3.10, 0.07802701, 911.7588
3.15, 0.07996401, 909.56775
3.20, 0.08399323, 906.8235
3.25, 0.095422804, 900.97144
3.30, 0.12075272, 887.2119
3.35, 0.17382601, 847.53516
3.40, 0.23347622, 787.18286
3.45, 0.22658837, 770.51685
3.50, 0.17416477, 799.6584
3.55, 0.061550975, 830.4698
3.60, -0.013872981, 835.019
3.65, -0.0066430867, 834.26733
3.70, 0.062275708, 827.3442
3.75, 0.11407584, 810.9929
