Time, Error Length, Energy
0.05, 7.6293945E-6, 999.87573
0.10, 8.5532665E-6, 999.75726
0.15, 8.791685E-6, 999.8179
0.20, 7.390976E-6, 999.02295
0.25, 8.136034E-6, 997.9118
0.30, 7.2717667E-6, 996.6449
0.35, 7.897615E-6, 995.11505
0.40, 5.275011E-6, 992.244
0.45, 6.9737434E-6, 988.46375
0.50, 4.61936E-6, 982.09467
0.55, 5.453825E-6, 975.4845
0.60, 5.722046E-6, 967.0173
0.65, 5.155802E-6, 958.7576
0.70, 5.722046E-6, 951.62805
0.75, 6.4074993E-6, 947.0621
0.80, 6.5863132E-6, 942.81366
0.85, 7.1525574E-6, 943.31903
0.90, 5.3048134E-6, 950.37946
0.95, 1.2278557E-5, 963.7335
1.00, 1.0251999E-5, 972.9431
1.05, 1.0967255E-5, 979.33673
1.10, 1.090765E-5, 970.0659
1.15, 1.2487173E-5, 959.39
1.20, 1.2218952E-5, 965.6399
1.25, 1.1056662E-5, 969.7687
1.30, 9.387732E-6, 965.9979
1.35, 8.523464E-6, 958.7284
1.40, 9.775162E-6, 946.4953
1.45, 1.9580126E-5, 925.791
1.50, 6.0498714E-6, 906.0145
1.55, 4.5597553E-6, 884.61914
1.60, 4.4703484E-6, 874.4732
1.65, 3.1292439E-6, 868.5196
1.70, 3.427267E-6, 864.5851
1.75, 3.33786E-6, 859.56335
1.80, 5.185604E-6, 852.46875
1.85, 5.930662E-6, 850.06506
1.90, 5.5134296E-6, 849.1333
1.95, 5.096197E-6, 849.1113
2.00, 4.708767E-6, 849.4107
2.05, 5.096197E-6, 850.65356
2.10, 2.3245811E-6, 852.5899
2.15, 1.5795231E-6, 855.96466
2.20, 3.695488E-6, 858.021
2.25, 4.0233135E-6, 859.87317
2.30, 3.7550926E-6, 860.32294
2.35, 3.695488E-6, 861.90735
2.40, 4.351139E-6, 863.0541
2.45, 3.2484531E-6, 864.35034
2.50, 3.8444996E-6, 865.61426
2.55, 3.2484531E-6, 863.60925
2.60, 3.0398369E-6, 865.1526
2.65, 2.6524067E-6, 867.6182
2.70, 4.053116E-6, 872.92474
2.75, 4.0233135E-6, 880.04614
2.80, 3.427267E-6, 880.1808
2.85, 3.695488E-6, 884.2954
2.90, 7.2419643E-6, 894.1821
2.95, 8.434057E-6, 898.78
3.00, 7.8082085E-6, 903.5135
3.05, 1.0460615E-5, 905.90515
3.10, 8.791685E-6, 907.9531
3.15, 7.688999E-6, 907.19135
3.20, 1.0699034E-5, 905.7565
3.25, 1.719594E-5, 844.14233
3.30, 1.0609627E-5, 837.9289
3.35, 8.5532665E-6, 831.8845
3.40, 8.702278E-6, 829.77
3.45, 7.688999E-6, 825.63684
3.50, 1.0073185E-5, 818.05804
3.55, 3.6358833E-6, 813.2196
3.60, 4.917383E-6, 811.622
3.65, 4.6491623E-6, 810.68524
3.70, 4.2915344E-6, 812.03345
3.75, 4.23193E-6, 811.55786
3.80, 3.9339066E-6, 811.96344
3.85, 2.8908253E-6, 813.20636
3.90, 3.6358833E-6, 814.1286
3.95, 3.1888485E-6, 814.9617
4.00, 4.1127205E-6, 816.4236
4.05, 4.23193E-6, 817.99615
4.10, 2.7418137E-6, 818.4684
4.15, 4.3213367E-6, 818.2438
4.20, 4.917383E-6, 818.3349
4.25, 7.748604E-6, 818.1966
4.30, 4.827976E-6, 816.7771
4.35, 5.4240227E-6, 813.2217
4.40, 3.516674E-6, 813.6303
4.45, 5.8710575E-6, 812.20575
4.50, 4.2915344E-6, 811.8047
4.55, 4.5895576E-6, 810.9769
4.60, 3.4570694E-6, 808.6915
4.65, 3.1590462E-6, 807.2921
4.70, 4.261732E-6, 806.229
4.75, 5.2154064E-6, 804.82556
4.80, 5.543232E-6, 804.6405
4.85, 6.2286854E-6, 803.8604
4.90, 6.2286854E-6, 803.22394
4.95, 4.3213367E-6, 803.4209
5.00, 6.1392784E-6, 803.91626
5.05, 2.9802322E-6, 805.0857
5.10, 7.212162E-6, 805.1066
5.15, 1.0609627E-5, 796.5918
5.20, 1.04010105E-5, 795.37256
5.25, 1.0639429E-5, 795.0298
5.30, 1.0669231E-5, 795.37085
5.35, 8.225441E-6, 796.65186
5.40, 1.1861324E-5, 797.78406
5.45, 1.0788441E-5, 795.06067
5.50, 1.0102987E-5, 790.1904
5.55, 7.987022E-6, 777.772
5.60, 5.543232E-6, 758.68994
5.65, 5.7816505E-6, 745.60657
5.70, 4.5895576E-6, 732.0067
5.75, 6.0796738E-6, 724.70276
5.80, 4.9471855E-6, 713.9972
5.85, 4.4107437E-6, 703.07385
5.90, 3.695488E-6, 700.4924
5.95, 3.9041042E-6, 697.3304
6.00, 3.8444996E-6, 696.0411
6.05, 3.993511E-6, 695.36707
6.10, 5.5730343E-6, 693.193
6.15, 2.8014183E-6, 696.6639
6.20, 3.1888485E-6, 697.07684
6.25, 3.3080578E-6, 697.28375
6.30, 4.053116E-6, 697.036
6.35, 3.2484531E-6, 697.03064
6.40, 2.3245811E-6, 696.5074
6.45, 3.516674E-6, 696.8429
6.50, 3.2782555E-6, 696.9245
6.55, 3.695488E-6, 696.701
6.60, 4.172325E-6, 698.1754
6.65, 4.172325E-6, 699.4448
6.70, 4.5001507E-6, 700.5766
6.75, 4.351139E-6, 702.4084
6.80, 4.887581E-6, 705.4463
6.85, 4.440546E-6, 709.9872
6.90, 1.04010105E-5, 719.01575
6.95, 7.1823597E-6, 736.0111
7.00, 8.612871E-6, 745.97546
7.05, 8.285046E-6, 750.44446
7.10, 8.85129E-6, 749.7775
7.15, 7.927418E-6, 745.7777
7.20, 1.052022E-5, 744.24304
7.25, 1.1861324E-5, 740.22656
7.30, 1.0728836E-5, 737.28955
7.35, 1.001358E-5, 735.9292
7.40, 9.685755E-6, 735.13947
7.45, 1.0639429E-5, 733.432
7.50, 8.672476E-6, 731.9865
7.55, 6.2584877E-6, 731.24554
7.60, 5.2154064E-6, 732.6547
7.65, 6.765127E-6, 739.99664
7.70, 7.212162E-6, 749.0955
7.75, 4.5597553E-6, 754.20123
7.80, 1.4364719E-5, 761.70013
7.85, 4.1127205E-6, 761.20935
7.90, 7.0631504E-6, 760.8937
7.95, 7.4505806E-6, 761.82715
8.00, 6.0796738E-6, 757.6262
8.05, 6.645918E-6, 752.8151
8.10, 5.4836273E-6, 751.91895
8.15, 4.7683716E-6, 752.70166
8.20, 5.453825E-6, 754.2827
8.25, 4.053116E-6, 754.82117
8.30, 2.413988E-6, 755.06323
8.35, 4.4107437E-6, 755.00635
8.40, 4.142523E-6, 754.6377
8.45, 3.3676624E-6, 753.9813
8.50, 5.751848E-6, 752.9924
8.55, 4.8577785E-6, 751.9845
8.60, 3.8444996E-6, 751.283
8.65, 4.887581E-6, 751.14777
8.70, 5.2154064E-6, 747.95123
8.75, 7.95722E-6, 738.97504
8.80, 4.976988E-6, 729.76117
8.85, 4.887581E-6, 728.9248
8.90, 6.2286854E-6, 726.9467
8.95, 7.1823597E-6, 718.5232
9.00, 5.632639E-6, 714.6163
9.05, 7.897615E-6, 719.755
9.10, 4.351139E-6, 721.39325
9.15, 3.2782555E-6, 722.487
9.20, 8.7320805E-6, 725.1234
9.25, 9.059906E-6, 720.6146
9.30, 9.596348E-6, 718.3227
9.35, 1.1086464E-5, 715.90454
9.40, 1.1354685E-5, 706.1078
9.45, 9.864569E-6, 706.7521
9.50, 1.1026859E-5, 705.5943
9.55, 1.1831522E-5, 703.08307
9.60, 9.059906E-6, 700.3214
9.65, 1.0848045E-5, 697.81116
9.70, 7.897615E-6, 684.3387
9.75, 9.685755E-6, 670.0468
9.80, 6.2584877E-6, 663.9483
9.85, 5.185604E-6, 659.7729
9.90, 5.1259995E-6, 659.0421
9.95, 3.993511E-6, 657.4897
10.00, 3.993511E-6, 654.8
10.05, 3.606081E-6, 651.8334
10.10, 5.6028366E-6, 646.64606
10.15, 3.516674E-6, 647.5383
10.20, 4.887581E-6, 646.5264
10.25, 4.4107437E-6, 645.56305
10.30, 3.5762787E-6, 643.7705
10.35, 3.33786E-6, 643.1888
10.40, 3.8146973E-6, 643.3136
10.45, 3.7550926E-6, 642.4949
10.50, 4.5597553E-6, 641.18365
10.55, 4.529953E-6, 645.133
10.60, 3.2782555E-6, 645.9735
10.65, 4.0233135E-6, 647.0681
10.70, 4.6491623E-6, 641.65985
10.75, 5.930662E-6, 639.2554
10.80, 4.5001507E-6, 647.9323
10.85, 4.172325E-6, 652.1237
10.90, 4.1127205E-6, 654.9774
10.95, 8.106232E-6, 660.93994
11.00, 9.894371E-6, 663.14404
11.05, 8.612871E-6, 659.7162
11.10, 9.387732E-6, 661.9969
11.15, 9.775162E-6, 662.2777
11.20, 1.1354685E-5, 662.3087
11.25, 1.1712313E-5, 658.2027
11.30, 1.1771917E-5, 655.1489
11.35, 1.0877848E-5, 653.84436
11.40, 1.1026859E-5, 652.2688
11.45, 1.0341406E-5, 650.35815
11.50, 1.1384487E-5, 649.42615
11.55, 9.62615E-6, 647.43195
11.60, 1.0371208E-5, 642.0171
11.65, 7.390976E-6, 644.19214
11.70, 7.8082085E-6, 644.78723
11.75, 6.854534E-6, 649.1455
11.80, 6.6161156E-6, 653.9394
11.85, 6.4074993E-6, 659.274
11.90, 5.6624413E-6, 661.2106
11.95, 7.838011E-6, 658.68823
12.00, 8.791685E-6, 658.06415
12.05, 5.155802E-6, 658.4284
12.10, 5.811453E-6, 658.37103
12.15, 5.6922436E-6, 657.98865
12.20, 5.0365925E-6, 656.7632
12.25, 7.778406E-6, 657.6083
12.30, 5.096197E-6, 657.71295
12.35, 4.887581E-6, 657.5582
12.40, 1.4364719E-5, 657.6936
12.45, 7.4207783E-6, 655.8832
12.50, 1.3738871E-5, 656.1128
12.55, 1.2755394E-5, 657.0942
12.60, 5.066395E-6, 657.9682
12.65, 4.8577785E-6, 658.1931
12.70, 1.296401E-5, 656.6113
12.75, 9.953976E-6, 657.21783
12.80, 1.0430813E-5, 658.3573
12.85, 9.030104E-6, 674.8305
12.90, 1.0341406E-5, 675.0603
12.95, 8.761883E-6, 676.70856
13.00, 9.894371E-6, 679.08093
13.05, 1.1175871E-5, 680.26587
13.10, 1.0699034E-5, 680.4381
13.15, 9.894371E-6, 680.8301
13.20, 1.1891127E-5, 680.7729
13.25, 9.864569E-6, 681.00336
13.30, 8.85129E-6, 681.56244
13.35, 1.0609627E-5, 680.9612
13.40, 1.2099743E-5, 679.49976
13.45, 8.612871E-6, 676.07965
13.50, 6.3478947E-6, 673.5463
13.55, 6.4373016E-6, 671.132
13.60, 1.1265278E-5, 658.3634
13.65, 8.404255E-6, 646.70795
13.70, 5.155802E-6, 635.1625
13.75, 4.440546E-6, 632.25244
13.80, 4.7385693E-6, 625.01337
13.85, 5.0365925E-6, 616.10425
13.90, 4.6789646E-6, 613.5817
13.95, 3.8146973E-6, 611.0106
14.00, 4.142523E-6, 608.50476
14.05, 4.053116E-6, 608.2415
14.10, 3.606081E-6, 611.4321
14.15, 4.5895576E-6, 613.5519
14.20, 4.053116E-6, 614.14355
14.25, 5.3346157E-6, 613.51245
14.30, 4.142523E-6, 617.4486
14.35, 5.066395E-6, 621.9171
14.40, 3.7252903E-6, 622.5793
14.45, 4.798174E-6, 624.2782
14.50, 7.212162E-6, 628.78644
14.55, 1.0550022E-5, 639.2789
14.60, 5.632639E-6, 652.19714
14.65, 5.751848E-6, 661.5855
14.70, 8.404255E-6, 666.7126
14.75, 9.924173E-6, 670.941
14.80, 7.897615E-6, 672.77985
14.85, 1.1533499E-5, 675.7295
14.90, 1.13248825E-5, 674.71985
14.95, 1.2457371E-5, 669.4339
15.00, 1.180172E-5, 671.38965
15.05, 1.0639429E-5, 672.5456
15.10, 9.030104E-6, 673.1768
15.15, 9.983778E-6, 671.9412
15.20, 9.030104E-6, 669.01556
15.25, 9.4771385E-6, 667.77783
15.30, 1.0371208E-5, 666.6611
15.35, 6.556511E-6, 667.8717
15.40, 5.3942204E-6, 665.7173
15.45, 1.31726265E-5, 654.655
15.50, 7.987022E-6, 646.5266
15.55, 5.066395E-6, 646.7893
15.60, 6.4969063E-6, 645.6399
15.65, 1.5437603E-5, 645.0011
15.70, 1.513958E-5, 645.7191
15.75, 6.3180923E-6, 652.09656
15.80, 5.275011E-6, 655.6544
15.85, 4.917383E-6, 660.9234
15.90, 6.4969063E-6, 660.3389
15.95, 5.6922436E-6, 658.7646
16.00, 6.1392784E-6, 657.3559
16.05, 4.61936E-6, 658.3181
16.10, 6.645918E-6, 658.70337
16.15, 5.066395E-6, 659.02747
16.20, 1.1026859E-5, 660.69257
16.25, 1.4662743E-5, 663.1969
16.30, 1.4156103E-5, 664.3844
16.35, 1.5258789E-5, 658.7747
16.40, 5.841255E-6, 656.92883
16.45, 6.9737434E-6, 655.081
16.50, 5.990267E-6, 656.1641
16.55, 9.924173E-6, 657.4733
16.60, 7.5101852E-6, 665.39526
16.65, 8.016825E-6, 666.673
16.70, 4.8577785E-6, 666.89856
16.75, 1.0102987E-5, 667.756
16.80, 9.149313E-6, 666.76746
16.85, 9.179115E-6, 663.5925
16.90, 1.1771917E-5, 661.4128
16.95, 9.953976E-6, 664.71497
17.00, 1.0788441E-5, 662.9203
17.05, 1.12354755E-5, 662.5049
17.10, 9.953976E-6, 661.7186
17.15, 1.2278557E-5, 661.07874
17.20, 1.0639429E-5, 656.7514
17.25, 8.6426735E-6, 654.1081
17.30, 8.910894E-6, 649.53345
17.35, 6.943941E-6, 642.6004
17.40, 6.4373016E-6, 631.3685
17.45, 6.6161156E-6, 622.4408
17.50, 5.990267E-6, 609.8087
17.55, 6.824732E-6, 598.5547
17.60, 6.1690807E-6, 594.71924
17.65, 4.172325E-6, 592.7344
17.70, 4.053116E-6, 590.5042
17.75, 3.7252903E-6, 591.0054
17.80, 4.529953E-6, 591.4894
17.85, 4.61936E-6, 590.9462
17.90, 6.67572E-6, 591.65656
17.95, 9.387732E-6, 595.11884
18.00, 4.5001507E-6, 597.228
18.05, 4.887581E-6, 602.05414
18.10, 5.066395E-6, 608.257
18.15, 2.8908253E-6, 609.1111
18.20, 3.4868717E-6, 611.07306
18.25, 5.4240227E-6, 618.81714
18.30, 6.020069E-6, 627.5583
18.35, 1.5079975E-5, 632.8023
18.40, 5.5134296E-6, 643.2683
18.45, 7.897615E-6, 652.1807
18.50, 7.95722E-6, 653.51154
18.55, 9.775162E-6, 655.27313
18.60, 1.1622906E-5, 651.55066
18.65, 1.0341406E-5, 651.2888
18.70, 9.804964E-6, 654.4397
18.75, 8.523464E-6, 654.4486
18.80, 1.0311604E-5, 654.7447
18.85, 1.090765E-5, 652.44714
18.90, 1.0967255E-5, 649.83936
18.95, 9.834766E-6, 646.7189
19.00, 9.357929E-6, 640.9968
19.05, 5.096197E-6, 637.18225
19.10, 7.1823597E-6, 636.6501
19.15, 6.943941E-6, 636.34686
19.20, 7.480383E-6, 637.0744
19.25, 1.424551E-5, 642.26263
19.30, 1.5705824E-5, 645.706
19.35, 5.4836273E-6, 646.97455
19.40, 6.5267086E-6, 649.138
19.45, 6.67572E-6, 648.8869
19.50, 6.109476E-6, 649.044
19.55, 6.3478947E-6, 650.038
19.60, 5.632639E-6, 656.29407
19.65, 6.67572E-6, 662.28894
19.69, 8.314848E-6, 666.3166
19.74, 5.275011E-6, 669.45807
19.79, 6.5267086E-6, 669.43915
19.84, 4.5001507E-6, 669.7114
19.89, 4.887581E-6, 669.97485
19.94, 5.6028366E-6, 669.9044
19.99, 6.020069E-6, 669.619
20.04, 5.3346157E-6, 669.3301
20.09, 6.556511E-6, 669.78845
20.14, 1.6868114E-5, 670.7112
20.19, 7.867813E-6, 668.1056
20.24, 5.632639E-6, 675.4706
20.29, 4.23193E-6, 677.78503
20.34, 6.4969063E-6, 678.0801
20.39, 5.751848E-6, 675.0453
20.44, 1.3589859E-5, 674.45483
20.49, 8.404255E-6, 683.48895
20.54, 1.013279E-5, 684.2522
20.59, 1.0162592E-5, 686.30334
20.64, 1.0222197E-5, 685.6942
20.69, 9.059906E-6, 685.5092
20.74, 9.775162E-6, 686.32697
20.79, 1.2487173E-5, 685.5818
20.84, 1.1473894E-5, 681.609
20.89, 1.0460615E-5, 681.43726
20.94, 1.1026859E-5, 681.7571
20.99, 9.387732E-6, 674.4265
21.04, 1.1116266E-5, 673.7453
21.09, 4.23193E-6, 665.3536
21.14, 7.599592E-6, 655.4124
21.19, 4.976988E-6, 648.7926
21.24, 8.493662E-6, 642.21967
21.29, 9.804964E-6, 627.7179
21.34, 1.1652708E-5, 621.5038
21.39, 9.4771385E-6, 616.70966
21.44, 5.185604E-6, 621.7768
21.49, 3.874302E-6, 622.9464
21.54, 4.3213367E-6, 622.82715
21.59, 5.1259995E-6, 622.16
21.64, 1.129508E-5, 620.38696
21.69, 4.2021275E-6, 619.02747
21.74, 4.5895576E-6, 619.07983
21.79, 3.5762787E-6, 619.3311
21.84, 3.963709E-6, 620.1692
21.89, 3.427267E-6, 621.86395
21.94, 3.5762787E-6, 623.54877
21.99, 4.4107437E-6, 624.2825
22.04, 5.275011E-6, 624.85944
22.09, 5.3942204E-6, 629.2869
22.14, 5.453825E-6, 636.04517
22.19, 5.841255E-6, 638.0147
22.24, 4.23193E-6, 638.3774
22.29, 9.924173E-6, 637.4073
22.34, 1.04010105E-5, 632.8699
22.39, 9.4771385E-6, 633.3994
22.44, 1.001358E-5, 634.396
22.49, 1.1384487E-5, 634.14404
22.54, 1.0609627E-5, 633.3451
22.59, 8.910894E-6, 635.70184
22.64, 9.804964E-6, 636.615
22.69, 1.1086464E-5, 636.02094
22.74, 9.685755E-6, 635.6953
22.79, 1.758337E-5, 634.0515
22.84, 9.834766E-6, 631.70917
22.89, 1.0341406E-5, 628.5885
22.94, 6.8843365E-6, 625.90295
22.99, 6.8843365E-6, 623.0849
23.04, 6.020069E-6, 615.244
23.09, 4.3809414E-6, 615.1018
23.14, 4.7385693E-6, 614.13806
23.19, 5.3346157E-6, 613.7405
23.24, 5.90086E-6, 613.84845
23.29, 5.275011E-6, 613.5251
23.34, 1.2993813E-5, 614.5348
23.39, 9.357929E-6, 617.0985
23.44, 7.927418E-6, 619.9659
23.49, 5.364418E-6, 620.0881
23.54, 7.2419643E-6, 619.38586
23.59, 1.090765E-5, 619.5709
23.64, 1.2874603E-5, 619.0016
23.69, 5.5730343E-6, 620.54236
23.74, 1.3500452E-5, 621.4679
23.79, 8.255243E-6, 621.1144
23.84, 6.854534E-6, 620.8507
23.89, 7.659197E-6, 617.7724
23.94, 3.0100346E-6, 618.41223
23.99, 6.0796738E-6, 619.3041
24.04, 4.261732E-6, 622.0365
24.09, 7.0035458E-6, 622.28674
24.14, 8.016825E-6, 625.2177
24.19, 8.493662E-6, 627.7632
24.24, 1.0967255E-5, 632.615
24.29, 8.106232E-6, 634.4713
24.34, 1.0073185E-5, 636.005
24.39, 1.0669231E-5, 637.57324
24.44, 1.1980534E-5, 631.1824
24.49, 1.0073185E-5, 632.1903
24.54, 9.089708E-6, 632.889
24.59, 1.0877848E-5, 634.02637
24.64, 1.12354755E-5, 633.9937
24.69, 1.090765E-5, 630.8416
24.74, 8.255243E-6, 633.5202
24.79, 1.0311604E-5, 630.98694
24.84, 9.149313E-6, 625.7493
24.89, 7.7188015E-6, 621.8125
24.94, 6.854534E-6, 616.23975
24.99, 5.453825E-6, 613.44714
25.04, 5.543232E-6, 605.7362
25.09, 7.838011E-6, 595.4111
25.14, 4.9471855E-6, 581.3222
